وقال (ar)	dedi (tr)	30	0.17094017094017094
ثم (ar)	sonra da (tr)	29	0.16022099447513813
حكيم (ar)	hikmet (tr)	29	0.4393939393939394
ورسوله (ar)	Peygamberine (tr)	29	0.58
تكذبان (ar)	yalanlayabilirsiniz (tr)	29	0.9666666666666667
الذين كفروا (ar)	kafir olanlar (tr)	28	0.5283018867924528
الله (ar)	Allah'la (tr)	27	0.026418786692759294
لكم (ar)	sizin (tr)	27	0.1569767441860465
أصحاب (ar)	ehli (tr)	27	0.5192307692307693
ربك (ar)	Rabbinden (tr)	27	0.20454545454545456
عليك (ar)	sana (tr)	27	0.3333333333333333
ۚ (ar)	Ve (tr)	27	0.03706245710363761
مع (ar)	beraber (tr)	27	0.6206896551724138
تحتها (ar)	kıyılarından (tr)	26	0.8524590163934426
إليه (ar)	ona (tr)	26	0.17391304347826086
الدنيا (ar)	dünyada (tr)	26	0.45614035087719296
أن (ar)	diye (tr)	26	0.13402061855670103
ۚ (ar)	ki (tr)	26	0.024040684234858993
من (ar)	daha (tr)	26	0.044596912521440824
له (ar)	onun (tr)	26	0.1625
العزيز (ar)	üstün (tr)	26	0.5842696629213483
عنهم (ar)	onlardan (tr)	26	0.29714285714285715
كفروا (ar)	kafir (tr)	26	0.34210526315789475
منكم (ar)	sizden (tr)	26	0.37142857142857144
۞ (ar)	Ve (tr)	26	0.14814814814814814
إلا (ar)	ki (tr)	26	0.03359173126614987
نوح (ar)	Nuh (tr)	26	0.8125
لا (ar)	hiç (tr)	25	0.15673981191222572
بينهم (ar)	aralarında (tr)	25	0.5952380952380952
له (ar)	onu (tr)	25	0.14450867052023122
لي (ar)	bana (tr)	25	0.390625
وإن (ar)	yok ki (tr)	25	0.1111111111111111
أنتم (ar)	siz (tr)	25	0.3787878787878788
ۙ (ar)	ve (tr)	25	0.025799793601651185
فيها (ar)	Orada (tr)	24	0.20512820512820512
لك (ar)	sana (tr)	24	0.27906976744186046
بما (ar)	ne (tr)	24	0.06486486486486487
نحن (ar)	biz (tr)	24	0.34285714285714286
وقالوا (ar)	dediler (tr)	24	0.21818181818181817
الحق (ar)	gerçek (tr)	24	0.41379310344827586
كانوا (ar)	onlar (tr)	24	0.1509433962264151
الإنسان (ar)	insan (tr)	24	0.5333333333333333
جهنم (ar)	cehennem (tr)	24	0.4485981308411215
لهم (ar)	onları (tr)	24	0.11294117647058824
ولٰكن (ar)	ve fakat (tr)	24	0.3779527559055118
أو (ar)	Yahut (tr)	23	0.20353982300884957
إني (ar)	ben (tr)	23	0.25
الكتاب (ar)	kitabı (tr)	23	0.24338624338624337
بصير (ar)	görür (tr)	23	0.647887323943662
ولله (ar)	Allah'ındır (tr)	23	0.6388888888888888
في (ar)	hakkında (tr)	23	0.11645569620253164
لآيات (ar)	deliller (tr)	23	0.647887323943662
يعلمون (ar)	bilmez (tr)	23	0.46464646464646464
ربي (ar)	Rabbimin (tr)	23	0.40350877192982454
آمنا (ar)	inandık (tr)	22	0.7213114754098361
كما (ar)	gibi (tr)	22	0.33587786259541985
الأرض (ar)	yeryüzünü (tr)	22	0.23655913978494625
تجري (ar)	akan (tr)	22	0.6470588235294118
ما (ar)	şeyi (tr)	22	0.0650887573964497
كيف (ar)	nasıl (tr)	22	0.4536082474226804
ربهم (ar)	Rablerine (tr)	22	0.3120567375886525
العذاب (ar)	azabı (tr)	22	0.3188405797101449
ما (ar)	şeyleri (tr)	22	0.06832298136645963
ربهم (ar)	Rablerinden (tr)	22	0.3333333333333333
أن (ar)	de (tr)	22	0.05250596658711217
بالله (ar)	Allah a (tr)	22	0.21256038647342995
حتىٰ (ar)	dek (tr)	22	0.33587786259541985
يشاء (ar)	dilediğine (tr)	22	0.3826086956521739
هو (ar)	O (tr)	22	0.18487394957983194
إلى (ar)	a (tr)	22	0.3055555555555556
ولا (ar)	Ve (tr)	22	0.06951026856240126
الله (ar)	Allah a (tr)	22	0.021012416427889206
وإن (ar)	Ve ki (tr)	22	0.17254901960784313
السماء (ar)	gökten (tr)	21	0.3559322033898305
لهم (ar)	onların (tr)	21	0.10344827586206896
به (ar)	o (tr)	21	0.08731808731808732
ربهم (ar)	Rableri (tr)	21	0.32061068702290074
ۚ (ar)	fakat (tr)	21	0.03186646433990895
ربه (ar)	Rabbinin (tr)	21	0.23863636363636365
في (ar)	de (tr)	21	0.04838709677419355
ۖ (ar)	Ve (tr)	21	0.03211009174311927
يحب (ar)	sevmez (tr)	21	0.6885245901639344
ۖ (ar)	artık (tr)	21	0.037399821905609976
خبير (ar)	haberdardır (tr)	21	0.7368421052631579
أكثر (ar)	çoğu (tr)	21	0.5
اليوم (ar)	bugün (tr)	21	0.65625
ألم (ar)	mi (tr)	21	0.2131979695431472
قدير (ar)	gücü (tr)	21	0.5675675675675675
شيء (ar)	şey (tr)	21	0.23333333333333334
ومن (ar)	ve (tr)	21	0.019617001401214387
هٰذا (ar)	Bu (tr)	21	0.17073170731707318
يومئذ (ar)	O gün (tr)	21	0.40384615384615385
في (ar)	bir (tr)	21	0.054474708171206226
إنهم (ar)	ki onlar (tr)	21	0.49411764705882355
بكل شيء (ar)	her şeyi (tr)	20	0.975609756097561
بآياتنا (ar)	delillerimizi (tr)	20	0.46511627906976744
كذٰلك (ar)	böyle (tr)	20	0.40816326530612246
من (ar)	Kim (tr)	20	0.035056967572304996
يوم (ar)	gününde (tr)	20	0.18779342723004694
لله (ar)	Allah'ın (tr)	20	0.07042253521126761
في (ar)	da (tr)	20	0.05486968449931413
عن سبيل (ar)	yolundan (tr)	20	0.8333333333333334
على (ar)	karşı (tr)	20	0.22099447513812154
آية (ar)	delil (tr)	20	0.3883495145631068
ولقد (ar)	ki (tr)	20	0.03642987249544627
لقد (ar)	ki (tr)	20	0.03925417075564279
أعلم (ar)	iyi bilir (tr)	20	0.5405405405405406
بالحق (ar)	gerçek olarak (tr)	20	0.449438202247191
ومن (ar)	Ve (tr)	20	0.07797270955165692
الذين (ar)	Onlar (tr)	19	0.1254125412541254
أولٰئك (ar)	Onlardır (tr)	19	0.2857142857142857
لهم (ar)	Onlara (tr)	19	0.11014492753623188
فرعون (ar)	Firavun'un (tr)	19	0.4470588235294118
من (ar)	tarafından (tr)	19	0.033777777777777775
أولٰئك (ar)	Onlar (tr)	19	0.20540540540540542
الزكاة (ar)	zekat (tr)	19	0.8444444444444444
وما (ar)	yoktur (tr)	19	0.07063197026022305
لله (ar)	Allah'ındır (tr)	19	0.24050632911392406
والله (ar)	Allah'ın (tr)	19	0.05491329479768786
الأرض (ar)	yeryüzü (tr)	19	0.2733812949640288
الذين (ar)	onlar (tr)	19	0.08501118568232663
عذاب (ar)	azabı (tr)	19	0.18095238095238095
خلق (ar)	yaratmıştır (tr)	19	0.3247863247863248
وإذ (ar)	Hani (tr)	18	0.2857142857142857
موسىٰ (ar)	Musa'ya (tr)	18	0.2553191489361702
منهم (ar)	onların (tr)	18	0.1565217391304348
أرسلنا (ar)	gönderdik (tr)	18	0.391304347826087
سميع (ar)	duyar (tr)	18	0.6792452830188679
ويقولون (ar)	derler (tr)	18	0.20809248554913296
منكم (ar)	içinizden (tr)	18	0.3302752293577982
من (ar)	hiçbir (tr)	18	0.027928626842513578
أكثرهم (ar)	çoğu (tr)	18	0.4
الآخرة (ar)	ahiret (tr)	18	0.4186046511627907
كفروا (ar)	Kafir (tr)	17	0.3090909090909091
ماء (ar)	yağmur (tr)	17	0.5666666666666667
خالدون (ar)	ebedi (tr)	17	0.5964912280701754
النار (ar)	ateş (tr)	17	0.3434343434343434
ربكم (ar)	Rabbinizin (tr)	17	0.2251655629139073
من السماء (ar)	gökten (tr)	17	0.5573770491803278
ربك (ar)	Rabbine (tr)	17	0.12056737588652482
ذٰلك (ar)	bundan (tr)	17	0.11846689895470383
ولقد (ar)	Andolsun ki (tr)	17	0.23448275862068965
ۚ (ar)	Fakat (tr)	17	0.026771653543307086
الآخرة (ar)	ahirette (tr)	17	0.38636363636363635
إبراهيم (ar)	İbrahim'in (tr)	17	0.44155844155844154
الرسول (ar)	Peygambere (tr)	17	0.4594594594594595
الناس (ar)	insanlara (tr)	17	0.1596244131455399
الشيطان (ar)	Şeytan'ın (tr)	17	0.43037974683544306
إن (ar)	yok (tr)	17	0.03204524033930255
يوم (ar)	günün (tr)	17	0.1642512077294686
رحمة (ar)	rahmet (tr)	17	0.4657534246575342
مستقيم (ar)	doğru (tr)	17	0.425
كيف (ar)	ne (tr)	17	0.05695142378559464
هو (ar)	ondan (tr)	17	0.12318840579710146
الذين كفروا (ar)	Kafir olanlar (tr)	17	0.35789473684210527
وهو (ar)	odur (tr)	17	0.20481927710843373
إنا (ar)	ki (tr)	17	0.030357142857142857
أولم (ar)	mi (tr)	17	0.18888888888888888
عليهم (ar)	onları (tr)	16	0.10223642172523961
ربه (ar)	Rabbinden (tr)	16	0.27350427350427353
سوء (ar)	kötü (tr)	16	0.27586206896551724
غير (ar)	başka (tr)	16	0.13559322033898305
الجنة (ar)	cennet (tr)	16	0.4444444444444444
ملك (ar)	saltanatı (tr)	16	0.7441860465116279
من (ar)	için (tr)	16	0.02622950819672131
من (ar)	olarak (tr)	16	0.027705627705627706
يعملون (ar)	yaptıkları (tr)	16	0.43243243243243246
ما (ar)	şeyler (tr)	16	0.05144694533762058
فمن (ar)	kim (tr)	16	0.15609756097560976
شاء (ar)	dileseydi (tr)	16	0.5161290322580645
لآية (ar)	delil (tr)	16	0.4
الذين آمنوا (ar)	inananlar (tr)	16	0.20382165605095542
كل (ar)	bütün (tr)	16	0.1322314049586777
يقولون (ar)	derler (tr)	16	0.1693121693121693
لكم (ar)	sizi (tr)	16	0.08839779005524862
ربه (ar)	Rabbine (tr)	16	0.23703703703703705
إن (ar)	gerçekten (tr)	16	0.04177545691906005
فقد (ar)	de (tr)	16	0.057245080500894455
ما (ar)	bir (tr)	16	0.03180914512922465
جنات (ar)	cennetlere (tr)	16	0.45714285714285713
إليكم (ar)	size (tr)	16	0.11764705882352941
حكيما (ar)	hikmet (tr)	16	0.29357798165137616
عذابا (ar)	azap (tr)	16	0.20512820512820512
في (ar)	ve (tr)	16	0.0142602495543672
ومن (ar)	kimi (tr)	16	0.1198501872659176
واتقوا (ar)	çekinin (tr)	16	0.3764705882352941
أجر (ar)	mükafat (tr)	16	0.45714285714285713
النبي (ar)	Peygamber (tr)	16	0.5423728813559322
للكافرين (ar)	kafirlere (tr)	15	0.46153846153846156
ما (ar)	de (tr)	15	0.027198549410698096
وما (ar)	da (tr)	15	0.03671970624235006
إلا (ar)	pek (tr)	15	0.049586776859504134
له (ar)	onundur (tr)	15	0.11450381679389313
وقال (ar)	dediler (tr)	15	0.12552301255230125
عما (ar)	şeylerden (tr)	15	0.47619047619047616
العذاب (ar)	azap (tr)	15	0.15463917525773196
الذين (ar)	olanlar (tr)	15	0.11673151750972763
يحب (ar)	sever (tr)	15	0.5555555555555556
الجنة (ar)	cennete (tr)	15	0.4225352112676056
بما (ar)	yüzünden (tr)	15	0.13043478260869565
منه (ar)	ondan (tr)	15	0.1595744680851064
الملائكة (ar)	melekler (tr)	15	0.46875
يهدي (ar)	sevketmez (tr)	15	0.5263157894736842
أهل (ar)	ehli (tr)	15	0.33707865168539325
أولٰئك (ar)	onlardır (tr)	15	0.20270270270270271
أن (ar)	için (tr)	15	0.06912442396313365
رحيما (ar)	rahimdir (tr)	15	0.2803738317757009
وعملوا (ar)	işlerde (tr)	15	0.5555555555555556
ما (ar)	hiçbir (tr)	15	0.0390625
وإذا (ar)	Ve (tr)	15	0.08595988538681948
الرحيم (ar)	rahimdir (tr)	14	0.22950819672131148
يؤمنون (ar)	inanırlar (tr)	14	0.32941176470588235
بما (ar)	dolayı (tr)	14	0.12556053811659193
إنا (ar)	biz (tr)	14	0.12334801762114538
والله (ar)	Allah'sa (tr)	14	0.1111111111111111
خوف (ar)	korku (tr)	14	0.8
كان (ar)	var (tr)	14	0.12280701754385964
الحق (ar)	gerçektir (tr)	14	0.2616822429906542
بإذن (ar)	izniyle (tr)	14	0.6666666666666666
رسولا (ar)	peygamber (tr)	14	0.4
الموت (ar)	ölüm (tr)	14	0.5714285714285714
المحسنين (ar)	iyilik edenleri (tr)	14	0.6511627906976745
عذاب (ar)	azabından (tr)	14	0.16568047337278108
والآخرة (ar)	ahirette (tr)	14	0.5384615384615384
ۚ (ar)	artık (tr)	14	0.0220125786163522
العلم (ar)	bilgi (tr)	14	0.6086956521739131
الناس (ar)	insanları (tr)	14	0.15384615384615385
به (ar)	onunla (tr)	14	0.10144927536231885
إنك (ar)	ki sen (tr)	14	0.4666666666666667
المؤمنين (ar)	inananların (tr)	14	0.30434782608695654
أن (ar)	ve (tr)	14	0.012646793134598013
قل (ar)	de ki (tr)	14	0.08832807570977919
ضلال (ar)	sapıklık (tr)	14	0.6222222222222222
لكل (ar)	her (tr)	14	0.14659685863874344
قال (ar)	der (tr)	14	0.0671462829736211
وكفىٰ (ar)	yeter (tr)	14	0.4375
عنه (ar)	ondan (tr)	14	0.2
وإذا (ar)	zaman (tr)	14	0.15217391304347827
في الأرض (ar)	Yeryüzünde (tr)	14	0.18543046357615894
ما (ar)	yoktur (tr)	14	0.040875912408759124
أن (ar)	da (tr)	14	0.04005722460658083
اعبدوا (ar)	kulluk edin (tr)	14	0.717948717948718
عذاب (ar)	azaba (tr)	14	0.16091954022988506
وقالوا (ar)	derler (tr)	14	0.14
موسىٰ (ar)	Musa'nın (tr)	14	0.21875
القوم (ar)	topluluğu (tr)	14	0.32941176470588235
يوم (ar)	O gün (tr)	14	0.1222707423580786
قيل (ar)	dendi (tr)	13	0.6190476190476191
قدير (ar)	gücü yeter (tr)	13	0.5098039215686274
خلق (ar)	yarattı (tr)	13	0.26262626262626265
أن (ar)	mi (tr)	13	0.05531914893617021
الكتاب (ar)	kitabın (tr)	13	0.15476190476190477
للمؤمنين (ar)	inananlara (tr)	13	0.4126984126984127
بينات (ar)	apaçık (tr)	13	0.16774193548387098
منهم (ar)	içlerinden (tr)	13	0.19696969696969696
ۗ (ar)	de (tr)	13	0.029017857142857144
ولي (ar)	dost (tr)	13	0.4642857142857143
ومن (ar)	Kim (tr)	13	0.09219858156028368
عليهم (ar)	Onlara (tr)	13	0.11158798283261803
كل (ar)	hepsi (tr)	13	0.10833333333333334
وبئس (ar)	kötü (tr)	13	0.24528301886792453
ولقد (ar)	ki biz (tr)	13	0.16352201257861634
بين (ar)	arasında (tr)	13	0.3333333333333333
فما (ar)	ne (tr)	13	0.043478260869565216
واعلموا (ar)	bilin (tr)	13	0.6341463414634146
منها (ar)	oradan (tr)	13	0.26804123711340205
خير (ar)	hayırlı (tr)	13	0.21487603305785125
كان (ar)	olmuş (tr)	13	0.16560509554140126
العظيم (ar)	pek büyük (tr)	13	0.2765957446808511
مبينا (ar)	apaçık (tr)	13	0.16993464052287582
أنا (ar)	ben (tr)	13	0.21487603305785125
وأن (ar)	ki (tr)	13	0.02521823472356935
ويوم (ar)	gün (tr)	13	0.208
إنا (ar)	ki biz (tr)	13	0.143646408839779
آمنوا (ar)	inanan (tr)	13	0.10038610038610038
الساعة (ar)	kıyametin (tr)	13	0.5652173913043478
وقل (ar)	de ki (tr)	13	0.52
والذين (ar)	kişilerdir onlar (tr)	13	0.26804123711340205
إن (ar)	da (tr)	12	0.022263450834879406
من (ar)	bundan (tr)	12	0.02096069868995633
۞ (ar)	yok (tr)	12	0.053691275167785234
لا (ar)	yok (tr)	12	0.03908794788273615
أنت (ar)	sen (tr)	12	0.24242424242424243
هم (ar)	kalırlar (tr)	12	0.15894039735099338
من (ar)	o (tr)	12	0.017843866171003718
لقومه (ar)	kavmine (tr)	12	0.5581395348837209
عليكم (ar)	sizi (tr)	12	0.11650485436893204
أن (ar)	bir (tr)	12	0.032388663967611336
قليلا (ar)	az bir (tr)	12	0.3870967741935484
رسول (ar)	peygamber (tr)	12	0.2553191489361702
أنزل (ar)	indirdiği (tr)	12	0.26373626373626374
بالبينات (ar)	delillerle (tr)	12	0.6486486486486487
أنزلنا (ar)	indirdik (tr)	12	0.4067796610169492
ما (ar)	Ne (tr)	12	0.03877221324717286
الكتاب (ar)	Kitap (tr)	12	0.14545454545454545
أمة (ar)	ümmet (tr)	12	0.43636363636363634
ۖ (ar)	ki (tr)	12	0.011916583912611719
ورحمة (ar)	rahmet (tr)	12	0.36923076923076925
الكافرين (ar)	kafirlerin (tr)	12	0.3333333333333333
صراط (ar)	yola (tr)	12	0.36923076923076925
كذٰلك (ar)	böylece (tr)	12	0.24489795918367346
ألم تر (ar)	Görmez (tr)	12	0.6666666666666666
حسنا (ar)	güzel (tr)	12	0.2891566265060241
قال (ar)	dediler (tr)	12	0.043557168784029036
الملك (ar)	saltanat (tr)	12	0.6
حرم (ar)	haram (tr)	12	0.5333333333333333
خالدين (ar)	kalırlar (tr)	12	0.4067796610169492
آيات (ar)	ayetleri (tr)	12	0.36923076923076925
المؤمنون (ar)	inananlar (tr)	12	0.16666666666666666
قبلك (ar)	senden önce (tr)	12	0.5714285714285714
الفوز (ar)	kurtuluş (tr)	12	0.7741935483870968
أليما (ar)	elemli (tr)	12	0.3076923076923077
وقال (ar)	demişti (tr)	12	0.10714285714285714
وعد (ar)	vaadi (tr)	12	0.5
فاتقوا (ar)	çekinin (tr)	12	0.39344262295081966
إلي (ar)	bana (tr)	12	0.23076923076923078
بالآخرة (ar)	ahirete (tr)	12	0.6486486486486487
في (ar)	arasında (tr)	12	0.06315789473684211
إلىٰ (ar)	tapısına (tr)	12	0.192
لهم (ar)	var (tr)	12	0.06382978723404255
لوط (ar)	Lut (tr)	12	0.6486486486486487
قالت (ar)	dedi (tr)	12	0.07920792079207921
تعملون (ar)	yapıyorsanız (tr)	12	0.3380281690140845
إنا (ar)	gerçekten de (tr)	12	0.13636363636363635
الحمد (ar)	Hamd (tr)	11	0.6666666666666666
الدين (ar)	din (tr)	11	0.4074074074074074
أنزل (ar)	indirilene (tr)	11	0.24444444444444444
مرض (ar)	hastalık (tr)	11	1.0
ألا (ar)	Bilin (tr)	11	0.24719101123595505
من (ar)	sizden (tr)	11	0.018949181739879414
مثلا (ar)	örnek (tr)	11	0.5789473684210527
آدم (ar)	Âdem (tr)	11	0.7857142857142857
وأنتم (ar)	siz (tr)	11	0.21153846153846154
موسى (ar)	Musa'ya (tr)	11	0.4782608695652174
تعلمون (ar)	bilmediğiniz (tr)	11	0.4074074074074074
الكافرين (ar)	kafirlere (tr)	11	0.24175824175824176
أنزل (ar)	indirilen (tr)	11	0.24175824175824176
تعملون (ar)	yaptıklarınızı (tr)	11	0.2972972972972973
أظلم (ar)	zalim (tr)	11	0.5365853658536586
قد (ar)	Gerçekten (tr)	11	0.18487394957983194
الحرام (ar)	Mescidi (tr)	11	0.7586206896551724
بكم (ar)	sizi (tr)	11	0.21782178217821782
الرحمٰن (ar)	rahman (tr)	11	0.39285714285714285
بعيد (ar)	uzak (tr)	11	0.5789473684210527
ليس (ar)	yok (tr)	11	0.055
شديد (ar)	çetindir (tr)	11	0.4888888888888889
إن (ar)	de (tr)	11	0.018077239112571898
عزيز (ar)	üstündür (tr)	11	0.41509433962264153
هٰذه (ar)	bu (tr)	11	0.08835341365461848
مثل (ar)	benzer (tr)	11	0.4230769230769231
